,name,birth_death,pha,pha_label,observation
,"Pearl, Matthew",,374,P374,
,"Pearlman, Ann",,374,P3741,DECIMAL ADICIONADO
,"Pearse, Lesley",,374,P374,
,"Pearson, Allison",,375,P375,
,"Pearson, Carol S.",,375,P375,
,"Pease, Allan",,375,P375,
,"Pecci, João Carlos ",,379,P379,
,"Peccinini, Daisy Valle Machado",,379,P379,
,"Pêcheux, Michel",,381,P381,
,"Peck, M. Scott",,384,P384,
,"Pecotche, Carlos Bernardo González",,387,P387,
,"Pedra Azul, Paulinho",,396,P396,
,"Pedreira, Antonio",,399,P399,
,"Pedreira, Fernanda",,399,P399,
,"Pedriali, José Antonio",,41,P41,
,"Pedrini, Padre Alírio José",,412,P412,
,Pedro [imperador da Rússia],,413,P4132,DECIMAL ADICIONADO
,"Pedro I, Dom",,413,P413,
,"Pedro II, Dom",,413,P4131,DECIMAL ADICIONADO
,"Pedro, Antonio",,413,P413,
,"Pedrosa, Adiano",,414,P414,
,"Pedrosa, Inês",,414,P414,
,"Pedroso, Bráulio",,415,P415,
,"Pedroso, Consiglieri",,415,P415,
,"Pedroso, Regina Célia",,417,P417,
,"Peebles, Frances de Pontes",,421,P421,
,Pegasus,,422,P422,
,"Pego, Márcia Goulart Tozzi",,423,P423,
,"Pegoraro, Olinto A.",,423,P423,
,"Peirce, Charles Sanders",,425,P425,
,"Peirce, Lincoln",,425,P425,
,"Peixoto, Afrânio",,43,P43,
,"Peixoto, Fernando",,43,P43,
,"Peixoto, Ilka Rocha",,43,P43,
,"Peixoto, Nelson Brissac",,431,P431,
,Pelé,,434,P434,
,"Pelecanos, George",,,P434,
,"Pellegrini Filho, Américo",,441,P441,
,"Pellegrini, Dandra Brecheret",,441,P441,
,"Pellegrini, Domingos",,441,P441,
,"Pellegrini, Luis",,441,P441,
,"Pellegrini, Marco",,441,P441,
,"Pellegrino, Nicky",,441,P441,
,"Pellícer, José Amigó",,443,P443,
,"Pellison, Márcio C.",,446,P446,
,"Pellizzer, Suzy",,446,P446,
,"Peluso, Angelo",,45,P45,
,"Pena Filho, Carlos",,454,P454,
,"Pena, Eduardo Spiller",,454,P454,
,"Pena, Maria Valéria Junho",,454,P454,
,"Pena, Martins",,454,P454,
,"Penczak, Christopher",,455,P455,
,"Pendleton, Don",,455,P455,
,"Penha, João da ",,457,P457,
,"Penna, Ricardo",,46,P46,
,"Pennac, Daniel",,461,P461,
,"Penny, Stef",,465,P465,
,"Pentagna, João",,469,P469,
,"Penteado, Darcy",,47,P47,
,"Penteado, Heloísa Dupas",,471,P471,
,"Penteado, Jacob",,472,P472,
,"Penteado, José Roberto Whitaker",,472,P472,
,"Penteado, Léa",,472,P472,
,"Penteado, Margarida Maria",,473,P473,
,"Penteado, Maria Heloísa",,473,P473,
,"Penteado, Teresinha B.",,474,P474,
,"Penzias, Arno",,476,P476,
,Pepetela,,477,P477,
,"Pepper, Fml",,479,P479,
,"Peppers, Don",,479,P479,
,"Perala, Robert",,482,P482,
,"Peralva, Martins",,482,P482,
,"Percy, Allan",,484,P484,
,"Percy, Benjamin",,484,P484,
,"Perdew, Suzzane Grant",,485,P485,
,"Perdue, Lewis",,485,P485,
,"Peregalli, Enrique",,487,P487,
,Peregrino Júnior,,488,P488,
,"Peregrino, Umberto",,488,P488,
,"Pereira Filho, Emmanuel",,491,P491,
,"Pereira Filho, Waldemar Rodrigues",,491,P491,
,"Pereira, Adriana Camargo",,489,P489,
,"Pereira, Ana Carolina Guedes",,489,P489,
,"Pereira, Antonio Olvao",,489,P489,
,"Pereira, Batista",,489,P489,
,"Pereira, Breno Fernandes",,489,P489,
,"Pereira, Carlos Alberto M.",,49,P49,
,"Pereira, Carlos Eduardo",,49,P49,
,"Pereira, Carlos Olavo da Cunha",,49,P49,
,"Pereira, Cássio Rodrigues",,49,P49,
,"Pereira, Daniel Esteves Machado",,49,P49,
,"Pereira, Denis Rafael",,49,P49,
,"Pereira, Edilson",,49,P49,
,"Pereira, Eduardo Carlos",,49,P49,
,"Pereira, Elizabeth",,49,P49,
,"Pereira, Evanice Maria",,49,P49,
,"Pereira, Francis Nunes",,491,P491,
,"Pereira, Gilvanize Balbino",,491,P491,
,"Pereira, Glória Maria Garcia",,491,P491,
,"Pereira, Helena Bonito Couto",,491,P491,
,"Pereira, João Baptista Borges",,492,P492,
,"Pereira, José Rodrigues",,492,P492,
,"Pereira, Lamartine",,492,P492,
,"Pereira, Lima",,492,P492,
,"Pereira, Luciana de Cássia",,492,P492,
,"Pereira, Luís Fernando",,492,P492,
,"Pereira, Manuel da Cunha",,493,P493,
,"Pereira, Marcelo",,493,P493,
,"Pereira, Marcus",,493,P493,
,"Pereira, Maria Cristina da Cunha",,493,P493,
,"Pereira, Mariana",,493,P493,
,"Pereira, Mateus Henrique de Faria",,493,P493,
,"Pereira, Miguel",,493,P493,
,"Pereira, Niomar de Souza",,493,P493,
,"Pereira, Otaviano",,493,P493,
,"Pereira, Padre Rufus",,494,P494,
,"Pereira, PJ",,494,P494,
,"Pereira, Sherney",,495,P495,
,"Pereira, Sílvio Batista",,495,P495,
,"Pereira, Sylvio",,495,P495,
,"Pereira, Tadeu",,496,P496,
,"Pereira, Talitha",,496,P496,
,"Pereira, Tonico",,496,P496,
,"Pereira, William Cesar Castilho",,496,P496,
,"Pereira, Yvonne A.",,496,P496,
,"Perel, Esther",,497,P497,
,"Péres Serrano, Gloria",,512,P512,
,"Peres, Neuza Lozano",,511,P511,
,"Peres, Ney Prieto",,511,P511,
,"Peres, Rodolfo",,512,P512,
,"Péres, Vera",,512,P512,
,"Peretti, Frank E.",,513,P513,
,"Peretto, Iracela Cassimiro",,513,P513,
,"Pérez Esclarín, Antonio",,514,P514,
,"Perez, Renard",,516,P516,
,"Pérez-Barreiro, Gabriel",,514,P514,
,"Pérez-Reverte, Arturo",,516,P516,
,"Pergaud, Louis",,517,P517,
,Péricles,,519,P519,
,"Perini, Mário A.",,522,P522,
,"Peris, Carme",,524,P524,
,"Perissé, Gabriel",,525,P525,
,"Perkins, David",,526,P526,
,"Perkins, Stephanie",,526,P526,
,"Perlin, John",,528,P528,
,"Pernoud, Laurence",,532,P532,
,"Perón, Eva",,533,P533,
,"Perrault, Charles",,538,P538,
,"Perrenoud, Philippe",,539,P539,
,"Perrone, Hugo César",,543,P543,
,"Perry, Chrissie",,547,P547,
,"Persch, João A.",,547,P547,
,"Persichetti, Simonetta",,549,P549,
,"Persson, Leif GW",,554,P554,
,"Perutz, Leo",,559,P559,
,"Peruzzo, Francisco Miragaia",,559,P559,
,"Peseschkian, Nossrat",,564,P564,
,"Pessanha, Antonio Luiz Serpa",,565,P565,
,"Pessanha, Nely Maria ",,565,P565,
,"Pessini, Léo",,566,P566,
,"Pessoa, Enildo",,567,P567,
,"Pessoa, Fernando",,567,P567,
,"Pessoa, Marechal José",,567,P567,
,"Pessolano Júnior, Francisco",,568,P568,
,"Pestana, Maurício",,572,P572,
,Pet cursos Profissionalizantes,,573,P573,
,"Peter, Laurence J.",,574,P574,
,"Peter, Ricardo",,574,P574,
,"Peters, Elizabeth",,575,P575,
,"Peters, Ellis",,575,P575,
,"Peters, Ralph",,576,P576,
,"Peters, Thomas J.",,576,P576,
,"Peters, Tom",,576,P576,
,"Peterson, Jordan B.",,578,P578,
,"Peticov, Antonio",,579,P579,
,"Petit, Marco Antonio",,579,P579,
,"Petit, Michèle",,581,P581,
,"Petit, Richard",,581,P581,
,"Petrarca, Francesco",,584,P584,
,"Petreca, Guilherme",,585,P585,
,"Petrelli, Eros",,586,P586,
,Petrobras Serinst Dirinf/Serimp,,59,P59,
,"Petrone, Maria Thereza Schorer",,592,P592,
,"Petrone, Moacyr",,592,P592,
,"Petroni, Anderson",,593,P593,
,Petrônio,,593,P593,
,"Petrovitch, Ivan",,594,P594,
,"Petrucci, Eládio G. R.",,595,P595,
,"Petrucha, Stefan",,595,P595,
,"Petry, Jacob",,595,P595,
,"Petta, Nicolina Luiza de",,596,P596,
,"Pettená, Arita Damasceno",,596,P596,
,"Pettersen, V.",,596,P596,
,"Petty, William",,599,P599,
,"Petzold, Paul",,61,P61,
,"Peynaud, Emile",,615,P615,
,"Peyramaure, Michel",,616,P616,
,"Pezzi, Antônio",,619,P619,
,"Pezzullo, Susan",,619,P619,
,"Pfahler, Gerhard",,62,P62,
,"Pfister, Marcus",,63,P63,
,"Pfloog, Jan",,63,P63,
,"Pfromm Netto, Samuel",,631,P631,
,"Pfuhl, Oscar von",,631,P631,
,"Phelan, James",,633,P633,
,"Phelan, Thomas W.",,633,P633,
,"Philes, René-Victor",,633,P633,
,"Philho, Deso",,633,P633,
,"Philipp, Maximilian Alexander",,636,P636,
,"Phillips, Arthur",,639,P6391,DECIMAL ADICIONADO
,"Phillips, Jayne Anne",,639,P639,
,Physical Science Study Committee,,64,P64,
,"Piaget, Jean",,642,P642,
,"Piazzi, Pierluigi",,647,P647,
,"Picard, Edmond",,649,P649,
,"Picchia, Menotti Del",,651,P651,
,"Piccinini, Patricia",,653,P653,
,"Piccoli, Alcyr Léo",,655,P655,
,"Piccoli, Edgard",,655,P655,
,"Piccolotto, Rosa Mary Isfer Calluf",,655,P655,
,"Pichon, Liz",,659,P659,
,"Pickard, Nancy",,661,P661,
,"Pickles, Sheila",,662,P662,
,"Pickover, Clifford A.",,662,P662,
,"Piconez, Stela C. Bertholo",,664,P664,
,"Picoult, Jodi",,666,P666,
,"Picq, Pascal",,666,P666,
,"Pierantoni, Umberto",,672,P672,
,"Piéron, Henri",,676,P676,
,"Pierotti, Marcelo",,676,P676,
,"Pierrakos, Eva",,676,P676,
,"Pierre, D. B. C.",,677,P677,
,"Pierson, Donald",,68,P68,
,"Pietrantonio, Donatella di",,682,P682,
,"Pietro, Heloisa",,682,P682,
,"Pietrocolla, Luci Gati",,682,P682,
,"Pignatari, Décio",,684,P684,
,"Pigozzi, Valentina",,684,P684,
,"Pike, Aprilynne",,685,P685,
,"Piketty, Thomas",,685,P685,
,"Pilagallo, Oscar",,685,P685,
,"Pilão, Nivaldo Elias",,685,P685,
,"Pilares, Nanci Capel",,686,P686,
,"Pilcher, Robin",,686,P686,
,"Pilcher, Rosamunde",,686,P686,
,"Pileggi, Nicholas",,687,P687,
,"Piletti, Nelson",,687,P687,
,"Pilhes, René-Victor",,687,P687,
,"Pilkey, Dav",,688,P688,
,"Pilla, Maria",,689,P689,
,"Pille, Lolita",,689,P689,
,"Pilzer, Paul Zane",,693,P693,
,"Pimenta Junior, Vicente Alves",,697,P697,
,"Pimenta, Alexandre",,697,P697,
,"Pimenta, Alfredo",,697,P697,
,"Pimenta, Eliane",,697,P697,
,"Pimenta, Paula",,697,P697,
,"Pimenta, Reinaldo",,697,P697,
,"Pimenta, Selma Garrido",,697,P697,
,"Pimentel, A. Fonseca",,698,P698,
,"Pimentel, Altimar de Alencar",,698,P698,
,"Pimentel, Duarte ",,698,P698,
,"Pimentel, Figueiredo",,698,P698,
,"Pimentel, Joaquim S. de Azevedo",,698,P698,
,"Pimentel, Luís",,699,P699,
,"Pimentel, Maria da Glória",,699,P699,
,"Pimentel, Maria da Glória B.",,699,P699,
,"Pimpão, Altair Carlos",,712,P712,
,"Pina, Sandra",,713,P713,
,"Pinborough, Sarah",,714,P714,
,"Pincherle, Livio Tulio",,715,P715,
,"Pinedo, Victor",,716,P716,
,"Piñeiro, Claudia",,716,P716,
,"Pinheiro, Claudia",,718,P718,
,"Pinheiro, Edson José",,718,P718,
,"Pinheiro, Geraldo",,719,P719,
,"Pinheiro, Iara Cristina Leopardi",,719,P719,
,"Pinheiro, Luiz Adolfo ",,72,P72,
,"Pinheiro, Luiz Gonzaga",,72,P72,
,"Pinheiro, Manu",,721,P721,
,"Pinheiro, Marlene Soares",,721,P721,
,"Pinheiro, Paulo Sérgio",,721,P721,
,"Pinheiro, Roberto Meireles",,722,P722,
,"Pinheiro, Robson",,722,P722,
,"Pinheiro, Waldson",,722,P722,
,"Pinheiros, Patrícia",,722,P722,
,"Pinhel, Julio Ruffin",,722,P722,
,"Pinho, Rodrigo César Rebello",,724,P724,
,"Pinho, Wanderley",,724,P724,
,"Pini, Mário Carvalho",,724,P724,
,"Piniano, Itália",,724,P724,
,"Pinker, Steven",,725,P725,
,"Pinkham, Mary Ellen",,725,P725,
,"Pino, Francisco Alberto",,725,P725,
,"Piñon, Nélida",,725,P7251,DECIMAL ADICIONADO
,"Pinotti, Drica",,725,P725,
,"Pinotti, José A.",,725,P725,
,"Pinsky, Jaime",,725,P725,
,"Pinsky, Mirna",,725,P725,
,"Pinter, Harold",,725,P725,
,"Pinto Junior, Osmar",,728,P728,
,"Pinto, Alfredo Augusto Gonçalves",,726,P726,
,"Pinto, Aloylson Gregório de Toledo",,726,P726,
,"Pinto, Álvaro Vieira",,726,P726,
,"Pinto, Ana Estela de Sousa",,726,P726,
,"Pinto, Cenyra",,727,P727,
,"Pinto, Ciça Alves",,727,P727,
,"Pinto, Edith Pimentel",,727,P727,
,"Pinto, Ewelson Soares",,727,P727,
,"Pinto, Frances Rodrigues",,728,P728,
,"Pinto, Gerusa Rodrigues",,728,P728,
,"Pinto, Graziela Costa",,728,P728,
,"Pinto, Guilherme Cunha",,728,P728,
,"Pinto, Gustavo Alberto C.",,728,P728,
,"Pinto, Ildete Oliveira",,728,P728,
,"Pinto, Jorge Renato Pereira",,728,P728,
,"Pinto, Júlio Lourenço",,728,P728,
,"Pinto, L. A. Costa",,728,P728,
,"Pinto, Luisa Rodrigues",,728,P728,
,"Pinto, Manuel da Costa",,729,P729,
,"Pinto, Margarida Rebelo",,729,P729,
,"Pinto, Rita de Cássia S.",,731,P731,
,"Pinto, Rosalvo Gonçalves",,731,P731,
,"Pinto, Sérgio de Castro",,731,P731,
,"Pinto, Vitor Gomes",,732,P732,
,"Pio XII, Papa",,733,P733,
,"Piobb, Pierre V.",,733,P733,
,"Piochi, Eduardo",,733,P733,
,"Pipe, Jim",,735,P735,
,"Piper, Rudolf",,735,P735,
,"Pipper, Don",,736,P736,
,"Piqué, Maria Pilar Rojals",,737,P737,
,"Piqueira, Gustavo",,737,P737,
,"Piquemal, Michel",,737,P737,
,"Pirágine, Helena de Castro",,738,P738,
,"Pirandello, Luigi",,74,P74,
,"Piras, Lu",,74,P74,
,"Pires, André",,743,P743,
,"Pires, Célia Carolino",,743,P743,
,"Pires, Cornélio",,743,P743,
,"Pires, J. Herculano",,745,P745,
,"Pires, José Cardoso",,745,P745,
,"Pirola, Rubinho",,749,P749,
,"Piroli, Wander",,749,P749,
,"Pirotta, Saviour",,75,P75,
,"Pirsig, Robert M.",,752,P752,
,"Pisani, Isola",,754,P754,
,"Pisani, Raffaele",,754,P754,
,Pistrak,,757,P757,
,"Pitanga, Gisele",,758,P758,
,"Pitanguy, Ivo",,758,P758,
,"Piton, Rosneri",,76,P76,
,"Piva Junior, Dilermando",,764,P764,
,"Piva, Guido Carlos",,764,P7641,DECIMAL ADICIONADO
,"Piva, Roberto",,764,P764,
,"Piza, Daniel",,765,P765,
,"Pizzetti, Joselito",,767,P767,
,"Pizzey, Erin",,767,P767,
,"Pizzolatto, Nic",,769,P769,
,"Placco, Vera Maria Nigro de Souza",,771,P771,
,"Place, François",,771,P771,
,"Place, Robin",,771,P771,
,"Plaidy, Jean",,772,P7721,DECIMAL ADICIONADO
,"Plain, Belva",,772,P772,
,"Plante, Lynda La",,774,P774,
,Platão,,777,P777,
,"Plath, Silvia",,777,P777,
,"Platt, Richard",,778,P778,
,"Pledger, Maurice",,78,P78,
,"Pleines, Jürgen-Eckardt",,78,P78,
,"Plessner, Markus",,782,P782,
,"Plichota, Anne",,783,P783,
,"Plicka, Karol",,783,P783,
,Plutarco,,789,P789,
,"Podesta, Veronica",,797,P797,
,"Poe, Edgar Allan",,798,P798,
,"Poelman, Johannes",,798,P798,
,"Pohl, Frederik",,811,P811,
,"Poissant, Charles-Albert",,812,P812,
,"Poit, Davi Rodrigues",,813,P813,
,"Poitier, Anton",,813,P813,
,"Poli, Cris",,823,P823,
,"Poli, Marco Aurélio ",,823,P823,
,Poliana,,823,P823,
,"Polidoro, Oswaldo",,825,P825,
,"Polito, André Guilherme",,83,P83,
,"Polito, Rachel",,83,P83,
,"Polito, Reinaldo",,83,P83,
,"Polízio, Vladimir",,832,P832,
,"Polizzi, Valéria Piassa",,832,P832,
,"Pollan, Michael",,833,P833,
,"Pollitz Junior, Edward A",,836,P836,
,"Polo, Marco",,838,P838,
,"Pólvora, Hélio",,84,P84,
,"Pomés Leiz, Juliet",,847,P847,
,"Pomilio, Mario",,847,P847,
,"Pompéia, Raul",,849,P849,
,"Pompermayer, Gilberto",,85,P85,
,"Poncheville, Marie Jaoul de",,853,P853,
,"Ponchirolli, Osmar",,853,P853,
,"Pondé, Luiz Felipe",,855,P855,
,Ponson Du Terrail,,856,P856,
,"Pontes, Carlos",,858,P858,
,"Pontes, Eunice",,858,P858,
,"Pontes, Hugo",,858,P858,
,"Pontes, José Alfredo Vidigal",,858,P858,
,"Pontual, Joana Cavalcante",,86,P86,
,"Pontuschka, Nídia Nacib",,86,P86,
,"Poole, Gabriella",,862,P862,
,"Popcorn, Faith",,863,P863,
,"Pope, Dudley",,864,P864,
,"Popkewitz, Thomas S.",,864,P864,
,"Popovic, Silvia",,865,P865,
,"Pöppelmann, Christa",,866,P866,
,"Popper, Karl Raimund",,866,P866,
,"Poppovic, Ana Maria ",,866,P866,
,"Por, Francis Dov",,868,P868,
,"Porchat, Ieda",,87,P87,
,"Porot, Maurice",,873,P873,
,"Portal, Roger",,876,P876,
,"Portela, Fernando",,877,P877,
,"Porter, Eleanor H.",,878,P878,
,"Porter, Katherine Anne",,878,P878,
,"Porter, Roy",,878,P878,
,"Portes, Andrea",,879,P879,
,"Portes, Max de Figueiredo",,879,P879,
,"Porthughesi, Álvaro Basile",,879,P879,
,"Portieri, Alarico",,88,P88,
,"Portinari, Cândido",,88,P88,
,"Portis, Charles",,88,P88,
,"Porto, Alexandre Vidal",,881,P881,
,"Porto, Cristina",1949-,881,P881,
,"Porto, Leonardo Sartori",,882,P882,
,"Porto, Sérgio",,883,P883,
,"Porto, Sheila Del",,883,P883,
,"Porto-Alegre, Apolinário",,881,P881,
,"Porto-Alegre, Paulo",,881,P881,
,"Portughesi, Álvaro Basile",,886,P886,
,"Poskitt, Kjartan",,888,P888,
,"Possatto, Lourdes",,889,P889,
,"Possenti, Sírio",,889,P889,
,"Poston, Ashely",,89,P89,
,"Potapova, Nina",,891,P891,
,"Potsch, Carlos",,892,P892,
,"Pottier, Bernard",,893,P893,
,"Poujol, Jacques",,894,P894,
,"Pousada, Carmen",,894,P894,
,"Póvoa, Maria Silvia Negrão",,894,P894,
,"Powell, Barbara",,895,P895,
,"Powell, John",,895,P895,
,"Powell, Julie",,895,P895,
,"Powell, Richard",,895,P895,
,"Powell, Trevor",,895,P895,
,"Powers, Margaret Fishback",,895,P895,
,"Powers, Richard",,895,P895,
,"Pozati, Juliano",,897,P897,
,"Pozenato, Jsé Clemente",,897,P897,
,"Pozo, Juan Ignacio",,897,P897,
,"Pozzebon, Paulo Moacir Godoy",,898,P898,
,"Pozzi, Gabriele",,899,P899,
,"Pozzi, Luis Fernando",,899,P899,
,"Pozzo Di Borgo, Philippe",,899,P899,
,Pozzoli,,899,P899,
,"Prabhu, Rukmini Pati",,91,P91,
,"Prabhupada, A. C. Bhaktivedanta Swami",,91,P91,
,"Prado Júnior, Caio",,917,P917,
,"Prado, Adélia",,915,P915,
,"Prado, Adner",,915,P915,
,"Prado, Andie",,915,P915,
,"Prado, Carlos Eduardo",,916,P916,
,"Prado, Carlos Roberto do",,916,P916,
,"Prado, Dana",,916,P916,
,"Prado, Décio de Almeida",,916,P916,
,"Prado, J. F. de Almeida",,917,P917,
,"Prado, Lourenço [Lourenço de Almeida e Silva Prado]",1893-1945,917,P917,
,"Prado, Lourenço de Almeida [Lourenço Nelson de Almeida Prado]",1911-2009,917,P917,
,"Prado, Lucília Junqueira de Almeida",,917,P917,
,"Prado, Mauricio Almeida",,918,P918,
,"Prado, Nilia de Moraes Mello",,918,P918,
,"Prado, Renato Maurício",,92,P92,
,"Prado, Sergio",,92,P92,
,"Prado, Yan de Almeida",,921,P921,
,"Prahalad, C. K.",,921,P921,
,"Prakash, Ved",,921,P921,
,"Prandi, Reginaldo",,923,P923,
,"Prata, Antonio",,924,P9241,DECIMAL ADICIONADO
,"Prata, Henrique",,924,P924,
,"Prata, Liliane",,924,P924,
,"Prata, Mário",,924,P924,
,"Pratchett, Terry",,924,P924,
,"Prater, John",,924,P924,
,"Prather, Hugh",,925,P925,
,"Prather, Richard",,925,P925,
,"Pratolini, Vasco",,926,P926,
,"Praxedes, Walter",,929,P929,
,"Prazeres, Hélvio Tadeu Cury",,931,P931,
,"Prazeres, Paulo Mundin",,931,P931,
,"Prearo, Penna",,932,P932,
,Prefeitura do Município de Itatiba,,934,P934,
,"Prem Baba, Sri",,935,P935,
,"Prensky, Sol D.",,936,P936,
,"Presas, José",,937,P937,
,"Presley, Elvis",,937,P937,
,"Press, Hans Jurgen",,938,P938,
,"Press, Julian",,938,P938,
,"Pressfield, Steven",,938,P938,
,"Prestes, Lucinda Ferreira",,939,P939,
,"Prestes, Maria Alice Brzezinski",,939,P939,
,"Prestes, Olga Benário",,939,P939,
,"Preston, Douglas",,939,P939,
,"Preta, Stanislaw Ponte",,94,P94,
,"Preti, Dino",,941,P941,
,"Preto, Nei de Oliveira",,941,P941,
,"Preuschoff, Gisela",,943,P943,
,"Prévost, Abade",,944,P944,
,"Prévost, Guillaume",,944,P944,
,"Prezia, Benedito",,946,P946,
,"Price, Lissa",,948,P948,
,"Price, Nancy",,948,P948,
,"Price, Richard",,948,P948,
,"Priest, Cherie",,949,P949,
,"Priestley, J. B.",,949,P949,
,"Prieto, Heloisa",,949,P949,
,"Prieto, Luis J.",,949,P949,
,"Prieto, Vanessa",,949,P949,
,"Prince, Derek",,952,P952,
,Princesa Diana,1961-1997,952,D529,Foi escolhido o número D529 para autor
,Príncipe Asklépius D'Sparta,,952,P952,
,"Príncipe Júnior, Alfredo dos Reis",,952,P952,
,"Prior, Natalie Jane",,954,P954,
,"Prior, Robin",,954,P954,
,"Pritzker, Pamela",,955,P955,
,Proantar,,956,P956,
,Procel,,956,P956,
,"Procópio, Ednei",,956,P956,
,Produtora Pangéia,,956,P956,
,"Proença Filho, Domício",,957,P957,
,"Proença, Ivan Cavalcanti",,957,P957,
,"Proença, M. Cavalcanti",,957,P957,
,"Proença, Maitê",,957,P957,
,"Profeta, Oswaldo",,958,P958,
,"Proffitt, Nicholas",,958,P958,
,"Prokosch, Frederic",,958,P9581,DECIMAL ADICIONADO
,"Pronzini, Bill",,958,P9582,DECIMAL ADICIONADO
,Pró-Reitoria de Graduação Comissão Permanente Para os Vestibulares,,958,P958,
,"Prose, Francine",,959,P959,
,"Proteti, João",,96,P96,
,"Proudhon, Pierre Joseph",,962,P962,
,"Proulx, Annie",,962,P962,
,"Proulx, E. Annie",,962,P962,
,"Proust, Marcel",,962,P962,
,"Prudhomme, Sully",1839-1907,966,P966,
,"Pryor, Karen Wylie",,967,P967,
,Psonha,,969,P969,
,"Pucci, Bruno",,971,P971,
,"Puccini, Abelardo de Lima",,972,P972,
,"Puenzo, Lucía",,975,P975,
,"Puerto, Carlos",,976,P976,
,"Pueschel, Siegfried M.",,976,P976,
,"Pugliese, Adilton",,978,P978,
,"Pugnetti, Gino",,979,P979,
,"Puig, Carmen Soriano",,98,P98,
,"Puig, Josep Maria",,98,P98,
,"Puig, Manuel",,98,P98,
,"Pullman, Philip",,983,P983,
,"Puntel, Luiz",,984,P984,
,"Pupo, J. Vaz ",,986,P986,
,"Pupo, Sylvio Lara",,986,P986,
,"Puppi, Marcelo",,987,P987,
,"Pury, Albert de",,988,P988,
,"Pushkin, A. S.",,989,P989,
,"Puzo, Mario",,996,P996,
,"Py, Fernando",,996,P996,
,"Py, Luiz Alberto",,996,P996,
,"Pye, Ali",,997,P997,
,Pysical Science Study Committee,,999,P999,
,"Quadros, Jânio",,18,Q18,
,"Quammen, David",,23,Q23,
,"Quarry, Nick",,26,Q26,
,"Quasimodo, Salvatore",,31,Q31,
,"Queen, Ellery",,38,Q38,
,"Queffélec, Yann",,38,Q38,
,"Queirós, Amadeu de",,41,Q41,
,"Queirós, Bartolomeu Campos de",,41,Q41,
,"Queirós, Eça de",,43,Q43,
,Queiroz O. A. Pereira de,,45,Q45,
,"Queiroz, Amadeu de",,42,Q42,
,"Queiroz, Antonio Celso de",,42,Q42,
,"Queiroz, Dinah Silveira de",,43,Q43,
,"Queiroz, Eduardo de Souzza",,43,Q43,
,"Queiroz, Efe",,43,Q43,
,"Queiroz, Luiz Roberto de Souza",,45,Q45,
,"Queiroz, Rachel de ",,47,Q47,
,"Queiroz, Rosane",,47,Q4701,DECIMAL ADICIONADO
,"Queiroz, Tania",,48,Q48,
,"Queiroz, Tânia Dias",,48,Q48,
,"Queluz, Ana Gracinda",,49,Q49,
,"Quenot, Katherine",,51,Q51,
,"Quental, Antero",,51,Q51,
,"Quentin, Laurence",,51,Q51,
,"Querqus Junior, A. Tarcisius",,51,Q51,
,"Quesada, Manolo",,53,Q53,
,"Quevedo, Júlio",,56,Q56,
,"Quick, Amanda",,57,Q5701,DECIMAL ADICIONADO
,"Quick, Matthew",,57,Q57,
,"Quindlen, Anna",,63,Q63,
,"Quinn, Julia",,64,Q64,
,"Quinn, Kate",,64,Q64,
,"Quinn, P.E.",,64,Q64,
,"Quinn, Robert",,64,Q64,
,"Quinn, Robert E.",,64,Q64,
,Quino,,64,Q64,
,"Quintana, Mario",,67,Q67,
,"Quintão, Aldo",,68,Q68,
,"Quintão, Aylê-Salassié Filgueiras",,68,Q68,
,"Quintella, Ary",,71,Q71,
,"Quintiliano, Aylton",,73,Q73,
,"Quintino, Lin",,74,Q74,
,"Quiroga, Horacio",,82,Q82,
,"Quiroga, Oscar",,82,Q82,
,Quixot Publications,,85,Q85,
,"Quoist, Michel",,87,Q87,
,"Rabbin, Robert",,112,R112,
,"Rabel, Maxine",,114,R114,
,"Rabelais, François",,114,R114,
,"Rabello, Pedro",,114,R114,
,"Rabley, Stephen",,116,R116,
,"Rabolú, V. M.",,116,R116,
,"Rachet, Guy",,118,R118,
,"Rachewiltz, Boris de",,118,R118,
,"Rachlin, Ann",,118,R118,
,"Rachman, Tom",,118,R118,
,Racine,,119,R119,
,Racionais Mc's,,119,R119,
,"Radha, Swami Sivananda",,12,R12,
,"Radice, Giles",,121,R121,
,"Radice, Marco I",,121,R121,
,"Rafael, Enderson",,124,R124,
,"Rafael, Luíza da Silva Rocha",,124,R124,
,"Raffide, Guilherme",,124,R124,
,"Raggiotti, Nara",,125,R125,
,"Rago, Luzia Margareth",,126,R126,
,"Rahm, Haroldo J.",,128,R128,
,"Rainey, Dennis",,131,R131,
,Rainha Vitória,,131,R131,
,"Raj, Paulo Pavarini",,132,R132,
,"Rajneesh, Bhagwan Shree",,132,R132,
,"Rallison, Janette",,133,R133,
,"Rallo, Rose Mary Petry de",,133,R133,
,"Rama, Leslie Maria José da ",,134,R134,
,"Rama, Ramiro",,134,R134,
,"Ramacháraca, Yogue",,134,R134,
,"Ramadan, Ebrahim",,134,R134,
,"Ramakrishna, Shri",,134,R134,
,"Ramalho Junior, Francisco",,135,R135,
,"Ramm-Bonwitt, Ingrid",,139,R139,
,"Ramo, Joshua Cooper",,14,R14,
,"Ramos Junior, José de Paula",,143,R143,
,"Ramos, Adriana",,141,R141,
,"Ramos, Alexandre Dias",,141,R141,
,"Ramos, Anna Claudia",1966-,141,R141,
,"Ramos, Arthur",,141,R141,
,"Ramos, Eduardo",,142,R142,
,"Ramos, Graciliano",,143,R143,
