,name,birth_death,pha,pha_label,observation
,"Dahl, Maria Lucia",,129,D129,
,"Dahl, Roald",,129,D129,
,"Dahl, Robert A.",,129,D129,
,"Dahoui, Albert Paul",,129,D129,
,"Dailey, Janet",,133,D133,
,"Daiuto, Moacyr",,135,D135,
,"Dajczer, Tadeusz",,136,D136,
,"Dal Farra, Maria Lúcia",,138,D138,
,"Dal Molin, Nico",,138,D138,
,Dalai Lama,,138,D138,
,"D'Albuquerque, Tenório A.",,139,D139,
,"Dalby, Richard",,139,D139,
,"Dalcher, Christina",,14,D14,
,"D'Alessio, Vito",,141,D141,
,"Dalgalarrondo, Paulo",,143,D143,
,"d'Alincourt, Luís",,147,D147,
,"Dalla, Juliana",,15,D15,
,"Dallari, Dalmo de Abreu",,15,D15,
,"d'Almeida, Fialho ",,155,D155,
,"Dalton, Annie",,158,D158,
,"Dalton, Hugh",,158,D158,
,"Dalton, John",,158,D158,
,"Dalton, Trent",,158,D158,
,"Daly, Bob",,159,D159,
,"D'Amaral, Márcio Tavares",,16,D16,
,"Damaris, Ivone",,16,D16,
,"Damasceno, Aderbal Oliveira",,162,D162,
,"Damasceno, Athos",,162,D162,
,"Damasceno, Benedita Gouveia",,162,D162,
,"Damasceno, Leonardo Graffius",,162,D162,
,"Damasceno, Luiz Cavalcanti",,162,D162,
,"DaMatta, Roberto",,162,D162,
,"D'Ambrosio, Oscar",,163,D163,
,"D'Ambrosio, Ubiratan",,163,D163,
,"Damiani, Jean-Philippe",,165,D165,
,"Damineli, Augusto",,166,D166,
,"D'Amore, Domingos",,171,D171,
,"Damseaux, Ad.",,172,D172,
,"Dana, Adría",,175,D175,
,"D'Andrade, Claúdia Viana Ávila",,176,D176,
,"D'Andréa, Flávio Fortes",,176,D176,
,"D'andrea, Luca",,176,D176,
,"Daneshvari, Gitty",,18,D18,
,"Dangelo, José Geraldo",,182,D182,
,"D'Angelo, Renata Adrião",,182,D182,
,"Danger, Eric P.",,182,D182,
,"Dani, Renato",,184,D184,
,"Daniel, Alma",,185,D185,
,"Danielski, Vanderlei",,189,D189,
,"Daniken, Erich Von",,189,D189,
,"Danks, Denise",,192,D192,
,"Danler, Stephanie",,193,D193,
,"Dansa, Manoel Motta Salmo",,198,D198,
,"Dantas, Audálio",,21,D21,
,"Dantas, Dayse",,211,D211,
,"Dantas, Edmundo Brandão",,211,D211,
,"Dantas, Estélio H. M.",,211,D211,
,"Dantas, Flavio",,212,D212,
,"Dantas, Julio",,213,D213,
,"Dantas, Macedo",,214,D214,
,"Dantas, Padre Lélio",,215,D215,
,"Dantas, Paulo",,215,D215,
,"Dantas, R. O.",,215,D215,
,"Dante, Luiz Roberto",,217,D217,
,"D'Antola, Arlette",,218,D218,
,Danton,,218,D218,
,"Danyluk, Ocsana Sônia",,219,D219,
,"Daolio, Evandro Augusto",,22,D22,
,"Dapieve, Arthur",,222,D222,
,"D'aquino, Flávio",,223,D223,
,"D'Aquitaine, Selene",,223,D223,
,"D'Araujo, Maria Celina",,224,D224,
,"D'Arc, Joana",,227,D227,
,"Dare, Tessa",,23,D23,
,"Darido, Suraya Cristina",,233,D233,
,"Darling, Diane",,235,D235,
,"Darós, Lauro",,24,D24,
,"Darwin, Charles",,248,D248,
,"Dasa, Kurma",,251,D251,
,"Dashner, James",,254,D254,
,"Dassin, Joan",,256,D256,
,"d'Assis, Lia",,256,D256,
,"Daudet, Alphonse",,261,D261,
,"D'Augustine, Charles H.",,262,D262,
,"Daulte, François",,264,D264,
,"Daunt Neto, Ricardo",,264,D264,
,"D'Aurevilly, Barbey",,264,D264,
,"D'Auria, Francisco",,264,D264,
,"Davenport, Thomas",,269,D269,
,"David, Juliet",,273,D273,
,"David, Peter",,274,D274,
,"David-Neel, Alexandra",,274,D274,
,"Davidoff, Linda L.",,275,D275,
,"Davies, Benji",,286,D286,
,"Davies, Kevin",,286,D286,
,"Davies, Nick",,288,D288,
,"D'Avila, André Luiz Büchele",,29,D29,
,"D'Ávila, Ângelo",,29,D29,
,"D'Avila, Luiz Felipe Chaves",,29,D29,
,"D'Ávila, Roberto",,29,D29,
,"D'Ávila, Wagner",,29,D29,
,"Davis, Barbara Steincrohn",,292,D292,
,"Davis, Cláudia",,292,D292,
,"Davis, Dorothea H.",,292,D292,
,"Davis, Horace B.",,292,D292,
,"Davis, James A.",,293,D293,
,"Davis, Jim",,293,D293,
,"Davis, John Gordon",,293,D293,
,"Davis, Phyllis K.",,294,D294,
,"Davis, Roy Eugene",,295,D295,
,"Dawes, Chester L.",,311,D311,
,"Dawkins, Richard",,312,D312,
,"Day, Dan",,315,D315,
,"Day, David",,315,D315,
,"Day, Dorothy",,315,D3151,DECIMAL ADICIONADO
,"Day, R. H.",,315,D315,
,"Day, Sylvia",,315,D315,
,"Dayal, Ishwar",,315,D315,
,"Dayan, Yael",,315,D315,
,"Dazai, Osamu",,318,D318,
,"D'Azeglio, Massimo",,318,D318,
,"De Amicis, Edmundo",,323,D323,
,"De Becker, Geneviève",,333,D333,
,"De Blasi, Marlena",,337,D337,
,"De Carli, Johnny",,344,D344,
,"De Césaris, Delia María",,345,D345,
,"De Decca, Edgar",,352,D352,
,"De Felice, Walkíria M.",,358,D358,
,"De Felippe Júnior, Bernardo",,358,D358,
,"De Felitta, Frank",,358,D358,
,"De Gaulle, Charles",,361,D361,
,"De La Cruz, Melissa",,376,D376,
,"De Lamare, Rinaldo",,378,D378,
,"De Luca, Márcia",,439,D439,
,"De Lucca, José Carlos",,439,D439,
,"De Luna, Patrícia",,439,D439,
,"De Mario, Marcus",,444,D444,
,"De Masi, Domenico",,445,D445,
,"De Nicola, José",,459,D459,
,"De Robertis, E. D.P. ",,479,D479,
,De Rose,,479,D479,
,"De Rossi, Vera Lúcia Sabongi",,479,D479,
,"De Vecchi, Pierluigi",,499,D499,
,"Deakin, F. W. ",,321,D321,
,"Dean, Joel",,324,D324,
,"Dean, Warren",,324,D324,
,"Dean, Zoey",,324,D324,
,"Deaver, Jeffrey",,329,D329,
,"Debesse, Maurice",,337,D337,
,"DeBiaggi, Sylvia Dantas",,337,D337,
,"Debrito, Marcos",,34,D34,
,"DeCandido, Keith R. A.",,343,D343,
,"Dederer, Claire",,352,D352,
,"Deecken, Alfons",,355,D355,
,"Deffune, Deisi",,357,D357,
,"Defoe, Daniel",,36,D36,
,"Deforges, Régine",,36,D36,
,"Degaspery, André",,361,D361,
,"Degaspery, Victor",,361,D361,
,"Deheinzelin, Lala",,37,D37,
,"Deheinzelin, Monique",,37,D37,
,"Deighton, Len",,371,D371,
,"Dejours, Christophe",,373,D373,
,"Del Chiaro Filho, Almicar",,375,D375,
,"Del Fuego, Andrea",,375,D3752,DECIMAL ADICIONADO
,"Del Nero, Carlos",,375,D375,
,"Del Nero, Henrique Schützer",,375,D3751,DECIMAL ADICIONADO
,"Del Picchia, Menotti",,375,D375,
,"Del Priore, Mary",,375,D3753,DECIMAL ADICIONADO
,"Del Vecchio, Denise",,375,D375,
,"Delacourt, Grégoire",,376,D376,
,"Delahaie-Pouderou, Patricia",,377,D377,
,"Delahaye, Gilbert",,377,D377,
,"Delaney, Joseph",,378,D378,
,"Delaney, JP",,378,D378,
,"Delaney, Luke",,378,D378,
,"Delany, Shannon",,378,D3781,DECIMAL ADICIONADO
,"Delaure, Jacques",,38,D38,
,"Delavier, Frédéric",,38,D38,
,"Delboni, Amanda Montalvão",,381,D381,
,"Deledda, Grazia",,39,D39,
,"Delellis, Rosana ",,39,D39,
,"Delerm, Philipe",,39,D39,
,"Delgado, América",,392,D392,
,"Delgado, H.",,392,D392,
,"Delgado, Mauricio Godinho",,392,D392,
,"Delgado, Tarcísio",,392,D392,
,Délia [Maria Benedita Bormann],,395,D395,
,"Delillo, Don",,395,D3951,DECIMAL ADICIONADO
,"Delinsky, Barbara",,395,D395,
,"Delius, Friedrich Christian",,395,D395,
,"Della Monica, Laura",,41,D41,
,"Dellacron, Thisben",,398,D398,
,"Dellaira, Ava",,399,D399,
,"Dell'isola, Alberto",,417,D417,
,"Delly, M.",,417,D417,
,"Delmanto, Dileta",,418,D418,
,"Delmer, Sefton",,419,D419,
,"Delorenzo Neto, A.",,423,D423,
,"Delors, Jacques",,423,D423,
,"Del'Secchi, Roberto de Castro",,436,D436,
,"Delumeau, Jean",,439,D439,
,"Delval, Juan",,439,D439,
,"Delvin, David",,439,D439,
,"Demarais, Ann",,444,D444,
,"Demarchi, Antonio",,444,D444,
,Demi,,449,D449,
,"Demille, Nelson",,449,D449,
,"Demo, Pedro",,45,D45,
,Demóstenes,,451,D451,
,"Demosthenes, Annibal",,451,D451,
,Demouzon,,451,D451,
,"Denaro, A. R.",,454,D454,
,"Dencker, Ada de Freitas Maneti",,455,D455,
,Dener [jogador],,457,D457,
,"Denis, Ferdinand",,459,D459,
,"Denis, Léon",,459,D459,
,Denoy ,,46,D46,
,"Denser, Márcia M.",,461,D461,
,"Denys, Marechal Odylio",,464,D464,
,"Deodoro, Marechal",,465,D465,
,"Depoy, Philip",,469,D469,
,"Depp, Johnny",,469,D469,
,"Depresbiteris, Léa",,47,D47,
,"Derdyk, Edith",,474,D474,
,"Dernburg, Thomas F.",,479,D479,
,"DeRose, Mestre",,479,D479,
,"Derrick, Robin",,48,D48,
,"Dertouzos, Michael",,482,D482,
,"Desai, Kiran",,484,D484,
,"Desai, Meghnad",,484,D484,
,"Descartes, René",,485,D485,
,"Deschamps, Maria Glácia Francener",,485,D485,
,"Descourtilz, J. T.",,485,D485,
,"Deshimaru, Taisen",,486,D486,
,"Desilets, Antoine",,487,D487,
,"Deslandes, Suely Ferreira",,487,D487,
,"Despain, Bree",,489,D489,
,"Dessen, Marcia",,49,D49,
,"Dessen, Maria Auxiliadora",,49,D49,
,"Deus, Vicente Paulo de",,494,D494,
,"Deutsch, Karl",,497,D497,
,"Deveraux, Jude",,499,D499,
,"Devi, Shakuntala",,51,D51,
,"Deville, Patrick",,511,D511,
,"DeVillers, Julia",,511,D511,
,"Devito, Federico",,512,D512,
,"DeVries, Rheta",,512,D512,
,"Dewey, John",,513,D513,
,"Deyon, Pierre",,516,D516,
,"D'Haenens, Albert",,519,D519,
,"Dhiman, Sanjay",,522,D522,
,"Di Cavalcanti, E. ",,524,D524,
,"Di Dio, Renato",,524,D524,
,"Di Giorgi, Cristiano",,524,D524,
,"Diaféria, Lourenço",,526,D526,
,"Diakov, V.",,526,D526,
,"Diamond, Jared",,528,D528,
,"Diamond, Lucy",,528,D528,
,"Dias Filho, Antonio Jonas",,532,D532,
,"Dias, Abeilard Gonçalves",,53,D53,
,"Dias, Alexandre",,53,D53,
,"Dias, Alvorino",,53,D53,
,"Dias, Anderson Fernandes",,53,D53,
,"Dias, Bela",,53,D53,
,"Dias, Benedito Nunes",,53,D53,
,"Dias, Carla",,531,D531,
,"Dias, Carlos Magno M.",,531,D5311,DECIMAL ADICIONADO
,"Dias, Clotilde do Carmo",,531,D531,
,"Dias, Eliane",,531,D531,
,"Dias, Elsa Oliveira",,531,D531,
,"Dias, Everaldo",,531,D531,
,"Dias, Gilberto Teixeira",,532,D532,
,"Dias, Gonçalves",,532,D532,
,"Dias, Jefferson",,532,D532,
,"Dias, José de Aguiar",,532,D532,
,"Dias, Marco Aurélio ",,533,D533,
,"Dias, Maria Odila Leite da Silva",,533,D533,
,"Dias, Mario",,533,D533,
,"Dias, Monsenhor João Scognamiglio Clá",,533,D533,
,"Dias, Robson",,534,D534,
,"Dias, Sergio Eduardo Dias da",,535,D535,
,"Dias, Vera",,536,D536,
,"Dias-Beck, Suzana",,53,D53,
,"Diaz, Alejandro F.",,538,D538,
,"Díaz, Luis",,538,D538,
,"Dibdin, Michael",,539,D539,
,"DiCamillo, Kate",,541,D541,
,"Dick, Philip K.",,543,D5431,DECIMAL ADICIONADO
,"Dick, R. A.",,543,D543,
,"Dickason, Christine",,543,D543,
,"Dickens, Charles",,545,D545,
,"Dicker, Joel",,545,D545,
,"Dickey, Fred",,545,D545,
,"Dickinson, John",,547,D547,
,"Diderot, Denis",,552,D552,
,"Didier, Carlos",,553,D553,
,"Didier, Paul",,553,D553,
,"Didion, Joan",,553,D553,
,"Dieckmann, Hans",,557,D557,
,"Diégues Júnior, Manuel",,559,D559,
,"Diegues, Ana",,559,D559,
,"Dieter, Márcia Funke",,565,D565,
,"Dietrich, Luiz José",,566,D566,
,"Dill, Luís",,572,D572,
,"Dillard, Dudley",,572,D572,
,"Dillard, J. M.",,572,D572,
,"Dimas, Antonio",,578,D578,
,"Dimbleby, Richard",,578,D578,
,"Dimenstein, Gilberto",,578,D578,
,"Dimery, Robert",,578,D578,
,"Dimitrius, Jo-Ellan",,58,D58,
,"Dimoulis, Dimitri",,582,D582,
,"Dinarte, Sylvio",,592,D592,
,"Dine, S. S. Van",,593,D593,
,"Dinesen, Isak",,595,D595,
,"Diniz, Abílio",,61,D61,
,"Diniz, André",,61,D61,
,"Diniz, Aparecida",,61,D61,
,"Diniz, Debora",,61,D61,
,"Diniz, Júlio",,611,D611,
,"Diniz, Leila",,611,D611,
,"Diniz, Maria Helena",,612,D612,
,"Diniz, Paulo Sérgio Teixeira",,612,D612,
,"Diniz, Pompílio",,612,D612,
,"Dinorah, Maria",,614,D614,
,"Dintel, Felipe",,616,D616,
,"Dinwiddy, Caroline",,619,D619,
,"Dionne, Karen",,624,D624,
,"Dior, Christian",,625,D625,
,"Dirani, Ademar",,633,D633,
,Diretoria Central da Associação Pomba Branca ,,635,D635,
,Diretoria Comunitária das Faculdades Franciscanas ,,635,D635,
,"Dirie, Waris",,635,D635,
,"Disney, Walt ",,639,D369,
,"Dispenza, Joe",,639,D369,
,"Diterlizzi, Tony",,642,D642,
,"Divakaruni, Chitra Banerjee",,647,D647,
,Divisão de Artes Literárias ,,649,D649,
,"Dixon, Franklin W.",,651,D651,
,"Dixon, John",,651,D651,
,"Dixon, Patrick",,651,D651,
,"Dixon, Sarah",,651,D651,
,"Djaá, Bruxa",,653,D653,
,"Djilas, Milovan",,653,D653,
,"Dobb, Maurice Herbert",,662,D662,
,"Dobbs, Michael",,662,D662,
,"Doblhofer, Ernst",,662,D662,
,"Doblin, Alfred",,663,D663,
,"Dobranszky, István de Abreu",,664,D664,
,"Dobson, James",,664,D664,
,"Docrell, Julie",,666,D666,
,"Doctorow, E. L.",,666,D666,
,"Dodge, Mary Mapes",,669,D669,
,"Dodsworth, Alexey",,669,D669,
,"Doerr, Anthony",,673,D673,
,"Doetsch, Richard",,673,D673,
,"Doherty, Paula",,677,D677,
,"Doinet, Mymi",,681,D681,
,"Dokey, Cameron",,681,D681,
,"Dolabela, Fernando",,682,D682,
,"Dolan, John",,682,D682,
,"Dolan, Paul",,682,D682,
,"Dolby, Karen",,683,D683,
,"Dolenga, Marina",,686,D686,
,"D'Oliveira, Maria Martha Hübner",,69,D69,
,"Dolle, Jean-Marie",,691,D691,
,"Dolnick, Edward",,693,D693,
,"Dolto, Françoise",,694,D694,
,"Doménech, José Maria",,712,D712,
,"Domenico, Guca",,712,D712,
,"Domingos, Carlos",,715,D715,
,"Domingos, Mario D.",,716,D716,
,"Domingos, Reinaldo",,716,D716,
,"Domingues Filho, Luiz Antônio",,718,D718,
,"Domingues, Hygino H.",,718,D718,
,"Domingues, Joelza Ester ",,719,D719,
,"Dominguez, Antonio",,719,D719,
,"Dominguez, Niko",,719,D719,
,"Domini, Rogério",,72,D72,
,"Donádio, Vanda Catarina",,726,D726,
,"Donahey, William",,726,D726,
,"Donaldson, Julia ",,728,D728,
,"Donaldson, Julianne",,728,D728,
,"Donaldson, Peter",,728,D728,
,"Donati, Roberto",,732,D732,
,"Donato, Hernâni",,733,D733,
,"Donato, Mário",,733,D7331,DECIMAL ADICIONADO
,"Donbavand, Tommy",,733,D7332,DECIMAL ADICIONADO
,"Donghi, Tulio Halperin",,736,D736,
,"Donini, Ambrogio",,737,D737,
,"Donkin, Andrew",,737,D737,
,"Donlea, Charlie",,738,D738,
,"Donne, Ginno Delle",,739,D739,
,"Donnelly, Bill",,739,D739,
,"Donner, Florinda",,739,D739,
,"Donoghue, Emma",,74,D701,DECIMAL ADICIONADO
,"Donovan, Anne",,74,D74,
,"Donovan, Rebecca",,74,D74,
,"Doolittle, Sean",,743,D743,
,"Dopagne, Jacques",,744,D744,
,"Dorfles, Gillo",,749,D749,
,"Dorfman, Robert",,749,D749,
,"Dória, António Álvaro",,752,D752,
,"Dória, Antonio Sampaio",,752,D752,
,"Dória, Carlos Alberto",,752,D752,
,"Dória, Gisela",,752,D752,
,"Dória, Maria Nazareth",,753,D753,
,"Dória, Palmério",,753,D753,
,"Doria, Pedro",,753,D753,
,"Dorin, Lannoy",,755,D755,
,"D'Ormesson, Jean",,756,D756,
,"Dornas, Camila",,757,D757,
,"Dornelas, José Carlos Assis",,757,D757,
,"Dornelles, Leny Werneck",,757,D757,
,"Dorozynski, Alexander",,758,D758,
,"Dorson, David",,76,D76,
,"Dostoiévski, Fiódor",1821-1881,762,D762,
,"Doty, Mark",,765,D765,
,"Doubek, J.",,767,D767,
,"Doucet, F. W.",,767,D767,
,"Dougan, Andy",,768,D768,
,"Douglas, Lloyd C.",,768,D768,
,"Douglas, Penelope",,768,D768,
,"Douglas, William",,768,D768,
,"Douglas-Cooper, Helen",,768,D768,
,"Dourado, Autran",,771,D771,
,"Douthe, Helena",,772,D772,
,"Dowbor, Ladislau",,776,D776,
,"Dower, Nelson Godoy Bassil",,777,D777,
,"Dowling, Colette",,778,D778,
,"Down, Hayley",,779,D779,
,"Downs, Perry G.",,779,D779,
,"Downs, Robert Bingham",,779,D779,
,"Doyle, Roddy",,784,D784,
,"Doyle, Sir Arthur Conan",,784,D784,
,"Doyle, Ursula",,784,D784,
,"Dozo, Galia Lami",,786,D786,
,"Draccon, Raphael",,791,D791,
,"Draculea, Vlad",,791,D791,
,Drago,,795,D795,
,"Dragomán, György",,795,D795,
,"Dragone, Léo",,795,D795,
,"Drake, K.",,797,D797,
,"Drake, Loris",,797,D797,
,"Drane, John",,81,D81,
,"Draper, Theodore",,811,D811,
,"Dratfield, Jim",,814,D814,
,Dreamland Publications,,82,D82,
,"Dreguer, Ricardo",,822,D822,
,"Dreifuss, René Armand",,824,D824,
,"Dreiser, Theodore",,824,D824,
,"Drewett, Jim",,831,D831,
,"Drewnick, Raul",,832,D832,
,"Drexel, John",,834,D834,
,"Dropa, Romualdo Flávio",,851,D851,
,"Drosnin, Michael",,852,D852,
,"Drouet, Minou",,854,D854,
,"Druck, Ken",,856,D856,
,"Drucker, Peter",,856,D856,
,"Drummond, Henry",,859,D8591,DECIMAL ADICIONADO
,"Drummond, Olavo",,859,D8592,DECIMAL ADICIONADO
,"Drummond, Regina",,859,D859,
,"Drummond, Roberto",,859,D859,
,"Druon, Maurice",,86,D86,
,"D'Salete, Marcelo",,865,D865,
,"Du Maurier, Daphne",,866,D866,
,"Du Terrail, Ponson",,866,D866,
,"Duailibi, Roberto",,867,D867,
,"Duarte Júnior, João Francisco",,872,D872,
,"Duarte, Alan",,87,D87,
,"Duarte, Armando",,87,D87,
,"Duarte, Constância Lima",,871,D81,
,"Duarte, Débora",,871,D871,
,"Duarte, Dom",,871,D871,
,"Duarte, Fábio",,872,D872,
,"Duarte, Gleuso Damasceno",,872,D872,
,"Duarte, Jô",,872,D872,
,"Duarte, José Coimbra",,872,D872,
,"Duarte, Luis Carlos",,872,D872,
,"Duarte, Madalena Parisi",,873,D873,
,"Duarte, Manuel Florentino",,873,D873,
,"Duarte, Marcelo",,873,D873,
,"Duarte, Nestor",,873,D873,
,"Duarte, Orlando",,873,D8731,DECIMAL ADICIONADO
,"Duarte, Paulo de Queiroz",,874,D874,
,"Duarte, Vladir Vieria",,875,D875,
,"Duborgel, Bruno",,879,D879,
,"Dubos, René",,879,D879,
,"Dubos, René Jules",,879,D879,
,"Dubreucq, Francine",,879,D879,
,"Duca, Lo",,881,D881,
,"Ducca, W. L.",,884,D884,
,"Ducher, Robert",,887,D887,
,"Dückelmann, Ana Fischer",,889,D889,
,"Ducourneau, Gérard",,89,D89,
,"Ducrot, Oswald",,89,D89,
,"Dudley, G. A.",,895,D895,
,"Dudley, Geoffrey A.",,895,D895,
,"Dudowski, Cathy East",,896,D896,
,"Due, John F.",,898,D898,
,"Dueñas, María",,899,D899,
,"Duey, Kathleen",,91,D91,
,"Duf, Hilary",,911,D911,
,"Duffy, Maria",,911,D911,
,"Dufresse, Marie",,911,D911,
,"Duguit, Léon",,912,D912,
,"Duhigg, Charles",,913,D913,
,"Dukan, Pierre",1941-,914,D914,
,"Dumas Filho, Alexandre",1802-1870,92,D9201,
,"Dumas, Alexandre",1824-1985,92,D92,
,"Dumas, Benoit A.",,92,D9202,
,"Dumas, François Ribadeau",,92,D92,
,"Dumazedier, Joffre",,92,D92,
,"Dumet, Eliana Bittencourt",,924,D924,
,"Dumke, Vicente Roberto",,925,D925,
,"Dumont, René",,927,D927,
,"Dumont, Santos",,927,D927,
,"Duncan, Antonio",,932,D932,
,"Duneton, Claude",,936,D936,
,"Dunford, Martin",,937,D937,
,"Dunham, Lena",,938,D938,
,"Dunker, Christian Ingo Lenz",,938,D938,
,"Dunn, Kathryn Boesel",,939,D939,
,"Dunn, L. C.",,939,D939,
,"Dunn, Lloyd M.",,939,D939,
,"Dunne, Dominick",,939,D939,
,"Dupas, Gilberto",,942,D942,
,"Duprat, E. F.",,946,D946,
,"Duprat, Marcos",,946,D946,
,"Dupré, Maria José",,947,D947,
,"Dupuy, Daniel Hammerly",,948,D948,
,"Duque, Gonzaga",,949,D949,
,"Duque, Hélio",,949,D949,
,"Duran, J.R.",,952,D952,
,"Duran, Manuel Gutierrez",,952,D952,
,"Duran, Sabrina",,952,D953,
,"Duras, Marguerite",,955,D955,
,"Duriez, Colin",,961,D961,
,"Durigan, Jesus Antônio",,961,D961,
,"Duriguetto, Maria Lúcia",,961,D961,
,"Durkheim, Émile",,963,D963,
,"Durrell, Gerald",,964,D964,
,"Durrell, Lawrence",,964,D964,
,"Dürrenmatt, Friedrich",,964,D964,
,"Dussault-Corbeil, Joanne",,968,D968,
,"Dutra, René Gomes",,977,D977,
,"Duverger, Maurice",,982,D982,
,"Duvignaud, Jean",,982,D982,
,"Duvivier, Gregorio",,982,D982,
,"Dwek, Tuna",,986,D986,
,"Dworecki, Silvio",,991,D99,
,"Dwyer, Jim",,992,D992,
,"Dy, Alle",,993,D993,
,"Dyer, Wayne W.",,994,D994,
,"Dyken, Rachel Van",,995,D995,
,"Dyson, Freeman",,997,D997,
,"Dziwisz, Stanislaw ",,999,D999,
,E. D. M.,,24,Conferir,
,"Eager, Edward",,11,E11,
,"Eagle, Kim A.",,11,E11,
,"Earl, Esther",,11,E11,
,"Earp, Jorge de Sá",,11,E11,
,Eastman Kodak Company,,12,E12,
,"Easton, Elizabeth Wynne",,12,E12,
,"Ebbutt, Blanche",,14,E14,
,"Ebers, Georg",,16,E16,
,"Éboli, Terezinha",,18,E18,
,"Ebon, Martin",,18,E18,
,"Eça, Luiz",,19,E19,
,"Echegaray, José",,21,E21,
,"Echenque, Alfredo Bryce",,21,E21,
,"Eck, Marcel",,21,E21,
,"Ecklund, Rebecca",,21,E21,
,"Eco, Umberto",,22,E22,
,"Edde, Gérard",,23,E23,
,"Edelweiss, Frederico G.",,24,E24,
,"Eden, Dorothy",,24,E24,
,Edgar Degas,,25,E25,
,"Edington, J.",,25,E25,
,"Edis, Ti",,25,E25,
,"Edison, Thomas",,25,E25,
,Editora Abril ,,25,E25,
,Editora Aliança ,,25,E25,
,Editora Ática ,,25,E25,
,Editora Ayuri ,,25,E25,
,Editora Câmara Municipal de Jundiaí ,,25,E25,
,Editora Centro Universitário Anhanguera,,25,E25,
,Editora COC,,25,E25,
,Editora Companhia da Escola ,,25,E25,
,Editora Cortez,,25,E25,
,Editora da Prefeitura do Município de Valinhos ,,25,E25,
,Editora Didática Paulista ,,25,E25,
,Editora do Escritor,,25,E25,
,Editora EDUSF ,,25,E25,
,Editora Expressão e Cultura ,,25,E25,
,Editora Forum Roberto Simonsen ,,25,E25,
,Editora Fundação Ulysses Guimarães ,,25,E25,
,Editora G A P ,,25,E25,
,Editora Globo ,,25,E25,
,Editora Imprensa Oficial do Estado de São Paulo ,,25,E25,
,Editora Leitura ,,25,E25,
,Editora Livraria Exposição do Livro ,,25,E25,
,Editora Meca ,,25,E25,
,Editora Moandy ,,25,E25,
,Editora Nova Cultural ,,25,E25,
,Editora Palma ,,25,E25,
,Editora Saraiva,,25,E25,
,Editora Scortecci ,,25,E25,
,Editora SEBRAE ,,25,E25,
,Editora SECOM ,,25,E25,
,Editora Secretaria de Imprensa e Divulgação ,,25,E25,
,Editora Seicho-no-ie ,,25,E25,
,Editora Shogun Arte ,,25,E25,
,Editora Sinduscon-SP ,,25,E25,
,Editora U S F ,,25,E25,
,Editora U S P ,,25,E25,
,Editora UNICAMP ,,25,E25,
,Editora Vera Cruz ,,25,E25,
,Editora W. M. Jackson Inc. ,,25,E25,
,Editora Ypiranga ,,25,E25,
,Editoras Unidas Ltda ,,25,E25,
,"Edler Carvalho, Rosita",,25,E25,
,"Edler, Richard",,25,E26,
,"Edminister, Joseph A.",,26,E26,
,"Eduardo, Dênis",,26,E26,
,"Edwards, Anne",,26,E2601,DECIMAL ADICIONADO
,"Edwards, Kim",,26,E26,
,"Edwards, Reginald Huxley",,26,E26,
,"Egan, Jennifer",,27,E27,
,"Egan, Kate",,27,E27,
,"Egan, Kieran",,27,E27,
,"Egger-Moellwald, Lícia",,28,E28,
,"Eggers, Dave",,28,E28,
,"Ehrenburg, Ilya",,32,E32,
,"Ehrlich, Eugen",,32,E32,
,"Ehrlich, Robert",,32,E32,
,"Ehrlin, Carl-Johan Forssén",,32,E32,
,"Eichbaum, João",,33,E33,
,"Eid, Denise Martinho",,34,E34,
,"Eid, Flávia GuSmão",,34,E34,
,"Ein-Dor, Phillip",,35,E35,
,"Einstein, Albert",,35,E35,
,"Eisberg, Robert Martin",,36,E36,
,"Eisenhower, Dwight David",,37,E37,
,"Eisenstein, Evelyn",,37,E37,
,"Eisner, Will",,37,E37,
,EJA,,37,E37,
,EJAI,,37,E37,
,"Eker, T. Harv",,37,E37,
,"Ekich Jr., Arthur A.",,37,E37,
,"Ekman, Paul",,38,E38,
,"Elboni, Frederico",,39,E39,
,"Elder, Janet",,39,E39,
,"Elgar, Frank",,39,E39,
,"Elgin, Suzete Haden",,39,E39,
,"Elgozy, Georges",,39,E39,
,"Eliachar, Leon",,39,E39,
,"Eliade, Mircea",,39,E39,
,"Elias Netto, Cecílio",,41,E4101,DECIMAL ADICIONADO
,"Elias, Antonio",,41,E41,
,"Elias, Marisa Del Cioppo",,41,E41,
,"Elias, Maurice J.",,41,E41,
,"Eliot, George",,42,E42,
,"Élis, Bernardo",1915-1997,42,E42,
,"Elks, Carrie",,42,E42,
,"Ellin, Stanley",,43,E43,
,"Elliot, Elias",,43,E43,
,"Elliot, T. S.",,43,E43,
,"Ellis Junior, Alfredo",,43,E43,
,"Ellis, Albert",,43,E43,
,"Ellis, Audrey",,43,E43,
,"Ellis, Bret Easton",,43,E43,
,"Ellis, Deborah",,43,E43,
,"Ellis, Elizabeth M",,43,E43,
,"Ellis, Havelock",,43,E43,
,"Ellis, Myriam",,43,E43,
,"Ellis, Warren",,43,E43,
,"Ellison, Katherine",,43,E43,
,"Ellroy, James",,43,E43,
,"Ellsworth, P. T.",,43,E43,
,"Elrod, Hal",,43,E43,
,Elsie,,44,E44,
,"Elton, Ben",,44,E44,
,"Eluf, Lygia",,44,E44,
,"Emberley, Edward R.",,44,E44,
,Emedê,,45,E45,
,"Emediato, Luiz Fernando",,45,E45,
,"Emerson, Ralph Waldo",,45,E45,
,"Emery, F.",,45,E45,
